Part Number,Description,Qty,Column1,Avg Cost
EL-04-2835,JTC-VMU cabinet 24v,0,ea,0
EL-04-2836,JTC-chassis power coupling,14,ea,850.63
EL-04-2837,JTC-power coupling harness,0,ea,0
EL-04-2838,JTC-cab harness,0,ea,0
EL-04-2839,JTC-dash pod selector,0,ea,0
EL-04-2840,JTC-dash pod NO selector,0,ea,0
EL-04-2841,JTC-Low Voltage Connection Kit,0,ea,0
EL-04-2842,JTC-Electrical Kit,0,ea,0
EL-04-2843,JTC-Electrical Kit WS,0,ea,0
EL-04-2844,JTC-Electrical Kit Mack,0,ea,0
EL-04-2845,JTC-Electrical Kit Volvo,0,ea,0
EL-04-2846,JTC-PDU Fasteners,0,ea,8.69
EL-04-2847,Webasto heater HV plug kit,0,ea,0
EL-04-2848,JTC-cab E-stop upgrade,0,ea,0
EL-04-2849,JTC-No PTO Req,0,ea,0
EL-04-2850,JCM540-F,1,ea,58390.2
EL-04-2851,JCM540-V,1,ea,74576.64
EL-04-2852,JTC-Gantry,0,ea,0
EL-04-2853,JSR frame set,5,ea,10655.06
EL-04-2854,JCM-power train (FAST),0,ea,49583.15
EL-04-2855,Dana TM4 Sumo HP 540 Complete Kits,0,ea,39139.76
EL-04-2856,JCM FAST gearbox harness,0,ea,80.94
EL-04-2857,JCM-Flex,3,ea,69761.94
EL-04-2858,JCM-Guppy,0,ea,0
EL-04-2859,JCM-power steering plumbing,0,ea,830.7
EL-04-2860,JCM to gearbox harness,0,ea,125.71
EL-04-2861,JCM-circular,0,ea,0
EL-04-2862,JCM-accessories plate 12v,0,ea,10773.98
EL-04-2863,JCM-accessories plate 24v,0,ea,7976.67
EL-04-2864,JCM-EMP cooling system,1,ea,4541.43
EL-04-2865,JCM-EMP control harness,0,ea,4.56
EL-04-2866,JCM-Flex coolant plumbing kit,0,ea,204.33
EL-04-2867,JCM-EMP HV connector,0,ea,49.04
EL-04-2868,JCM-A/C compressor set,0,ea,241.29
EL-04-2869,JCM-aircon mounting bracket set,0,ea,20.8
EL-04-2870,JCM-A/C plumbing set,0,ea,220.49
EL-04-2871,JCM-Inverter set,0,ea,0
EL-04-2872,JCM-inverter harness,1,ea,16.55
EL-04-2873,JCM-fastener top plate kit,1,ea,71.26
EL-04-2874,JCM- Gearbox hose set,0,ea,390.5
EL-04-2875,JCM-EMP mount,0,ea,80.71
EL-04-2876,JCM-Reseviour set,0,ea,0
EL-04-2877,JCM-EMP cooling system,0,ea,0
EL-04-2878,EMP Upgrade,2,ea,2697.14
EL-04-2879,JCM-Flex assembly fastener kit,0,ea,144.71
EL-04-2880,JCM-Webasto cooling circuit,0,ea,0
EL-04-2881,JSR-Power coupling slide assembly,0,ea,257.12
EL-04-2882,JSR-power coupling,0,ea,0
EL-04-2883,JCCS-Distribution Board,0,ea,0
EL-04-2884,JCCS-Main Panel,0,ea,0
EL-04-2885,JCCS-Cable Management,0,ea,0
EL-04-2886,JCCS-Estop,0,ea,0
EL-04-2887,JCCS-Low Voltage Cabinet,0,ea,0
EL-04-2888,JCCS-PDU,0,ea,0
EL-04-2889,JCCS-Power Coupling,0,ea,0
EL-04-2890,JCCS-SENSOR ARRAY,0,ea,0
EL-04-2891,JCCS-Remote Access Cabinet,0,ea,0
EL-04-2892,JCCS-Pneumatic system,1,ea,2617.03
EL-04-2893,JCCS-Label Kit,0,ea,0
EL-04-2894,JCCS-CANBUS upgrade kit,0,ea,0
EL-04-2895,JCCS-PDU free issue parts,0,ea,0
EL-04-2896,JCCS-Main Panel free issue parts,0,ea,0
EL-04-2897,LOOMING-Consumables,2,ea,270.99
EL-04-2898,JCM-fast gearbox ingetration harness,0,ea,0
EL-04-2899,EMP HV plug set,1,ea,300.76
EL-04-2900,JBSV-Janus Battery S Volt,7,ea,33977.57
EL-04-2901,JBSV-Fasteners Kit,2,ea,220.12
EL-04-2902,JBSV-battery plastics set,2,ea,10058.13
EL-04-2903,JBSV-Receptical Kit,2,ea,406.8
EL-04-2904,JBSV-Consumables Kit,2,ea,1106.63
EL-04-2905,JBSV-Electrical Kit,2,ea,227.94
EL-04-2906,JBSV-Level 6 fitout,2,ea,9223.13
EL-04-2907,JBSV-R&D variations,0,ea,0
EL-04-2908,JBSV-sensor harness,2,ea,17
EL-04-2909,JBSV-battery tray side A,0,ea,8700
EL-04-2910,JBSV-battery tray side B,5,ea,8700
EL-04-2911,Engineering stock requirements for testing and commissioning,0,ea,0
EL-04-2912,PCB fabrication,0,ea,39.1
EL-04-2913,3/4 JIC FEM STR 3/8 HOSE,0,ea,29
EL-04-2914,3/4 JIC FEM STR 1/2 HOSE,2,ea,31.56
EL-04-2915,1.5/16 JIC FEM STR 3/4 HOSE,1,ea,79.73
EL-04-2916,3/4 JIC FEM 90° 1/2 HOSE,1,ea,56.35
EL-04-2917,1.1/16 JIC FEM 90° COMPACT 3/4 HOSE,1,ea,98.86
EL-04-2918,battery plug carriage chassis,0,ea,92
EL-04-2919,chassis bearing support suit power coupling JTC & JCCS,16,ea,93.25
EL-04-2920,spacer plate suit JSR linear bearings,10,ea,8.35
EL-04-2921,plate spacer suit JSR & JCCS linear bearings,29,ea,6.57
EL-04-2922,chassis suit GB/T plug carriage (R&D),0,ea,205
EL-04-2923,Battery tray set suit side A or side B,0,ea,0
EL-04-2924,JBSV access panel thread plate,36,ea,13.19
EL-04-2925,fan mounting plate suit JBSV L1 or L2 or L3,0,ea,72.83
EL-04-2926,fan mount spacer plate suit JBSV L1 or L2 or L3,0,ea,39.16
EL-04-2927,U box long PVC suit Hysincere,0,ea,112.05
EL-04-2928,spacer strip 3mm polycarbonate,0,ea,2.42
EL-04-2929,3mm Clear Polycarbonate,0,ea,4.88
EL-04-2930,battery top plate D suit CATL cells,0,ea,153.31
EL-04-2931,spacer insulating 2mm polycarbonate,0,ea,2.96
EL-04-2932,battery top plate E suit CATL cells,0,ea,153.31
EL-04-2933,busbar copper nickel plated suit battery cells,386,ea,0.64
EL-04-2934,3mm Clear Polycarbonate,0,ea,25.59
EL-04-2935,battery top plate F suit CATL cells,0,ea,153.31
EL-04-2936,spacer strip suit JBSV L1 or L2 or L3,0,ea,12.9
EL-04-2937,spacer mounting suit HC fuse,0,ea,3.92
EL-04-2938,"busbar ""L"" shaped suit HC battery fuses (excl. material)",12,ea,4.54
EL-04-2939,busbar straight suit HC fuses CATL (excl. material),18,ea,5.11
EL-04-2940,channel spacer rebated,0,ea,10.64
EL-04-2941,channel spacer rebated,0,ea,7.5
EL-04-2942,spacer mounting suit HC fuse,0,ea,5.92
EL-04-2943,channel spacer standard,0,ea,4.85
EL-04-2944,channel spacer standard,0,ea,3.42
EL-04-2945,spacer strip suit JBSV L4 or L5,0,ea,4.4
EL-04-2946,20mm White EPVC,0,ea,18.7
EL-04-2947,fan mounting plate suit JBSV L4 or L5,0,ea,57.65
EL-04-2948,spacer panel suit L4 or L5,0,ea,68
EL-04-2949,U box short PVC suit Hysincere,0,ea,74.88
EL-04-2950,battery top plate A suit CATL cells,0,ea,88.97
EL-04-2951,battery top plate A suit CATL cells,0,ea,93.62
EL-04-2952,3mm Clear Polycarbonate,0,ea,16.36
EL-04-2953,battery top plate B suit CATL cells,0,ea,88.97
EL-04-2954,battery top plate B suit CATL cells,0,ea,93.62
EL-04-2955,battery top plate C suit CATL cells,0,ea,88.97
EL-04-2956,battery top plate C suit CATL cells,0,ea,93.62
EL-04-2957,busbar copper suit CATL cells (excl. material),0,ea,4
EL-04-2958,busbar copper nickel plated blue insulation suit CATL cells,905,ea,3.2
EL-04-2959,wear strip suit JBSV LVL6 lid (excl. countersinks & chamfer),20,ea,15
EL-04-2960,flange weld-on suit JBSV level 6 tray,14,ea,18.61
EL-04-2961,mounting plate suit MCCB,4,ea,30
EL-04-2962,battery side receptical acetal (excl. material),2,ea,282.37
EL-04-2963,receptical acetal GB/T plug truckside (milling only),9,ea,263.73
EL-04-2964,plate backing suit JSR & JCCS power coupling,2,ea,68
EL-04-2965,shaft suit power coupling slide bearing,63,ea,24.24
EL-04-2966,cap plate suit power coupling slide pin,46,ea,4.13
EL-04-2967,end plate full suit battery cell compression,205,ea,9.3
EL-04-2968,end plate rebated suit battery cell compression,59,ea,9.3
EL-04-2969,terminal cover long suit 160A MCCB,0,ea,0
EL-04-2970,terminal cover short suit 160A MCCB,0,ea,0
EL-04-2971,fastener & decal set suit JSR,0,ea,0
EL-04-2972,skid plate side suit JSR frame,12,ea,122
EL-04-2973,mount assembly flexible suit JSR,0,ea,0
EL-04-2974,JSR mount clevis block,0,ea,450.88
EL-04-2975,JSR mount plumber block,0,ea,948.11
EL-04-2976,plate fixing suit JSR mount,0,ea,0
EL-04-2977,wear plate side suit JSR frame,0,ea,0
EL-04-2978,locking paddle assembly,0,ea,0
EL-04-2979,shaft machined suit battery locking paddle,9,ea,141.66
EL-04-2980,battery retaining paddle plate chamfered,7,ea,47.25
EL-04-2981,plate backing suit Rosta mount bracket,0,ea,6
EL-04-2982,plate closing suit Rosta mount bracket,0,ea,4
EL-04-2983,bracket mounting suit Rosta torsion spring,0,ea,0
EL-04-2984,aluminium wear strip suit JSR bottom rail,12,ea,58.12
EL-04-2985,wear plate aluminium suit JSR bottom rail,0,ea,0
EL-04-2986,packer shim set 4 thicknesses suit JSR wear plate,0,ea,265
EL-04-2987,JSR frame suit under chassis mount,0,ea,11103.73
EL-04-2988,gantry frame column,0,ea,319.62
EL-04-2989,gantry air tank upright mild steel,0,ea,97.96
EL-04-2990,gantry frame beam,0,ea,274.08
EL-04-2991,gantry air tank cross member mild steel,0,ea,113.47
EL-04-2992,gantry air tanks back plate mild steel,0,ea,241.76
EL-04-2993,gantry air tank foot plate mild steel,0,ea,105.79
EL-04-2994,gantry frame L bracket,0,ea,23.45
EL-04-2995,gantry air tank angle bracket mild steel,0,ea,19.14
EL-04-2996,JSR-410-R0 Folded,0,ea,200
EL-04-2997,clamp plate suit gantry N70 battery,0,ea,54.29
EL-04-2998,cover plate battery suit gantry,0,ea,276.67
EL-04-2999,"slide pin assembly incl. pin, spring, bearings",0,ea,0
EL-04-3000,back plate mounting bracket suit top mount JSR,0,ea,24.3
EL-04-3001,JSR mounting,0,ea,0
EL-04-3002,wear plate UHMWPE black suit top mount JSR,2,ea,169.8
EL-04-3003,lid suit Volvo battery box,2,ea,235
EL-04-3004,base plate suit EMP pump bracket,2,ea,11.25
EL-04-3005,bracing plate suit EMP pump bracket,2,ea,11.25
EL-04-3006,mounting plate suit EMP pump bracket,2,ea,11.25
EL-04-3007,gusset suit EMP pump bracket,6,ea,5.63
EL-04-3008,base shell suit Volvo battery box,2,ea,240
EL-04-3009,rear plate suit Volvo battery box,2,ea,60
EL-04-3010,front plate suit Volvo battery box,2,ea,60
EL-04-3011,KW adaptor plate suit Volvo battery box,4,ea,27.5
EL-04-3012,plate base MCU suit Flex JCM,0,ea,66.2
EL-04-3013,plate support top plate suit Flex JCM,0,ea,142.92
EL-04-3014,hanger RHS suit T403 crossmember & Flex JCM,0,ea,33.13
EL-04-3015,hanger LHS suit T403 crossmember for Flex JCM,3,ea,33.13
EL-04-3016,flange plate chassis side suit JSR front mount,0,ea,0
EL-04-3017,flange plate JSR side suit JSR front mount,0,ea,0
EL-04-3018,bracket folded suit E-Stop or PTO switch,20,ea,11.18
EL-04-3019,beacon tri colour K50 series EZ-LIGHT,4,ea,159.53
EL-04-3020,Earth Clamp 500Amp Steel Work Welding Clamp,0,ea,0
EL-04-3021,1DIN Medie Receiver BT,0,ea,129
EL-04-3022,Keji A4 Copy Paper 70GSM 5 Ream Carton,0,ea,30.23
EL-04-3023,adhesive epoxy permatex steel weld 25ml,10,ea,14.96
EL-04-3024,lubricant aerosol can,14,ea,12
EL-04-3025,Red Gasket Goo,0,ea,10
EL-04-3026,Loctite 401 Super Glue Bonder Instant Adhesive 25ml,8,ea,4.36
EL-04-3027,RTV silicon sealant,0,ea,0
EL-04-3028,Contact cleaner nanoguard 400g,12,ea,12
EL-04-3029,Brake Cleaner Aerosol 400 grm,10,ea,5.07
EL-04-3030,Hand cleaner Fuchs Orange (5L),4,ea,43.5
EL-04-3031,Repco Brake Cleaner Aerosol 350g,3,ea,4.43
EL-04-3032,Repco Brake Cleaner 20Ltr - RBRAK20L-V2,1,ea,117.44
EL-04-3033,LED Strobe Red,1,ea,25.41
EL-04-3034,cable CAN unitronic bus 1X2X0.5,50,ea,5.35
EL-04-3035,"4 Pack Brother Ink Cartridges  [1BK, 1C, 1M, 1Y]",0,ea,102.27
EL-04-3036,1Din Media Receiver BT,0,ea,129
EL-04-3037,Combo RCD/MCB RCBO 4P 20A 10kA 4Module 72mm DIN 35 Rail,0,ea,137.7
EL-04-3038,Single Module RCBO 25A 30mA 6kA w/Neutral Tail,0,ea,35.7
EL-04-3039,Single Module RCBO 32A 30mA 6kA w/Neutral Tail,1,ea,35.9
EL-04-3040,Amber reflectors 70 x 30 adhesive,0,ea,2.5
EL-04-3041,Ring Terminal INS Yellow 100PK,0,ea,11.95
EL-04-3042,5mm Ring Terminal 100 Pack Yellow Vinyl Insulated Suits: 5-6mm Cable,1,ea,19.45
EL-04-3043,Ring Terminal INS Yellow 50PK,0,ea,8.95
EL-04-3044,M4 High Speed Tap Set,0,ea,38.04
EL-04-3045,M580 controller (ZA2 option) Open ECU,1,ea,3500
EL-04-3046,DR-S 27 x 60 Rubber Suspension Unit,0,ea,72.5
EL-04-3047,battery box lid with steps suit KW,4,ea,1390.12
EL-04-3048,Mackay M240075 isolation mount suit Flex JCM,4,ea,389.78
EL-04-3049,Mackay Isolator 50kg M53988760 suit Flex JCM,4,ea,49.2
EL-04-3050,"HOOD HOOK, RUBBER suit KW battery box",6,ea,48.79
EL-04-3051,BRACKET-BATTERY BOX MTG L/H suit KW,3,ea,286.24
EL-04-3052,BRACKET-BATTERY BOX MTG R/H suit KW,3,ea,286.24
EL-04-3053,BOX - BATTERY suit KW,3,ea,1738.17
EL-04-3054,washer KW suit mount Janus radiator,8,ea,13.63
EL-04-3055,5A Standard Blade Fuse 100PK,0,ea,18.25
EL-04-3056,10A Standard Blade Fuse 100PK,0,ea,18.25
EL-04-3057,15A Standard Blade Fuse 100PK,0,ea,18.25
EL-04-3058,20A Standard Blade Fuse 100PK,1,ea,18.25
EL-04-3059,25A Standard Blade Fuse 100PK,0,ea,22.6
EL-04-3060,30A Standard Blade Fuse 100PK,0,ea,18.25
EL-04-3061,Mack air tank bracket,0,ea,90.56
EL-04-3062,filter relocation plate suit M-drive gearbox,0,ea,477.73
EL-04-3063,filter relocation plate suit M-drive gearbox,0,ea,371.64
EL-04-3064,plate retainer suit air tank mounting brackets,0,ea,5
EL-04-3065,hanger plate suit Mack Trident centre bearing,0,ea,100
EL-04-3066,bracket cenre bearing hanger suit Mack Trident,0,ea,80
EL-04-3067,plate mounting suit leveling switch,0,ea,35
EL-04-3068,plate mounting suit leveling switch,0,ea,5
EL-04-3069,plate mounting suit remote drain,0,ea,25
EL-04-3070,mount plate suit truck isolation switches,0,ea,65.31
EL-04-3071,support bracket suit VMU cabinet,3,ea,212
EL-04-3072,BRACKET CABINET JCM VMU UPPER,0,ea,0
EL-04-3073,BRACKET CABINET JCM VMU LOWER,0,ea,0
EL-04-3074,Service - Merchant Fee,0,ea,0
EL-04-3075,Telstra 4GX hotspot wifi modem,0,ea,130.91
EL-04-3076,25mm Cable Gland,0,ea,0
EL-04-3077,Microfibre Cloths 3pack,0,ea,4.09
EL-04-3078,remove 8mm from JCM rear mount to suit Mack chassis width,0,ea,225
EL-04-3079,Minimum order charge,0,ea,0
EL-04-3080,MIN20L MINERAL TURPS 20L,0,ea,89.09
EL-04-3081,50x5x6000 flat bar mild steel,0,ea,36.67
EL-04-3082,75x5x6000 flat bar mild steel,0,ea,54.65
EL-04-3083,15mm steel mild round bar 6m,0,ea,27.84
EL-04-3084,steel mild round bar 10mm x 6m,0,ea,18.17
EL-04-3085,3.0 ETP Copper half hard sheet,0,ea,528.24
EL-04-3086,10mm OD aluminium round tube,1,ea,35.35
EL-04-3087,2.0 ETP Copper half hard sheet (1m x 1m),1,ea,680.18
EL-04-3088,1.0mm copper HH C11000 2000x1000,1,ea,457.73
EL-04-3089,63x6.3x4000 copper bar F/R C11000,0,ea,320.5
EL-04-3090,40x6.3x4000 copper bar F/R C11000,0,ea,201.17
EL-04-3091,2.0 ETP Copper half hard sheet (2m x 1m),0,ea,910
EL-04-3092,6.35x0.9 S/S Tube (1/4in),0,ea,10.18
EL-04-3093,6.35x1.2 S/S Tube (1/4in) - 6M,1,ea,69.6
EL-04-3094,5KG box 3.2 5356 grade aluminium tig rod,0,ea,85.56
EL-04-3095,Clean & Strip Disc Extra Coarse NCD 200 SiC 125x22mm,13,ea,32.83
EL-04-3096,Spark Lighter Single Flint 400142,0,ea,5.63
EL-04-3097,pcb board for uni mig,0,ea,113.64
EL-04-3098,PVKR 125A Coarse Velstick Surface Conditioning Disc with centre loaction button,0,ea,7.04
EL-04-3099,CD MINI POLIFAN CDR PFF 75A 60,0,ea,9
EL-04-3100,EHT 125-2.4 PSF STEEL CUTTING DISC,0,ea,2.68
EL-04-3101,EHT 125-2.4 A 46 P PSF-INOX,0,ea,3.36
EL-04-3102,Pferd 125mm Cutting Disc x 25 box,2,ea,197.75
EL-04-3103,"FLAP WHEEL/ NYLON WEB GRINDING WHEEL 105X100 MM, P 60",0,ea,70
EL-04-3104,10 x sanding belts 90 x 100mm p40 zk (623512000),0,ea,7
EL-04-3105,"FLAP WHEEL 105X100 MM, P 60",0,ea,70
EL-04-3106,Hand Pads Ultra Fine Scotch-Brite™ 150 x 230mm 744,0,ea,22.67
EL-04-3107,"125MM Ribbed Fibre Disc Backup Pad to Suit M14 - 2MM (5/8"") THREAD",0,ea,20
EL-04-3108,107CS0165 COUNTERSINK HSS STRAIGHT 16.5MM P&N,0,ea,24.81
EL-04-3109,SUPER ANTISPATTER SPRAY,0,ea,8
EL-04-3110,LONG BACK CAP (SUITS 17 /18/26),0,ea,5.59
EL-04-3111,SHORT BACK CAP (SUITS 17 18 26),0,ea,4.23
EL-04-3112,MEDIUM BACK CAP (SUITS 17 18 26),0,ea,4.57
EL-04-3113,125MM X 22MM SCOTCH-BRITE LIGHT GRINDING AND BLENDING DISC SUPER DUTY A,0,ea,49.4
EL-04-3114,7447 Hand Pad 230mm x 150mm Maroon,0,ea,1.91
EL-04-3115,Cut-Off Wheels 125mm x 1mm Bonus Heavy Duty Hard Case Pferd 75650763 Pack of 100,1,ea,308.67
EL-04-3116,Cutting Fluid XDP 2000 20 Litres,0,ea,318.18
EL-04-3117,BUCKET 982CX 125MM 36G (50PCS),0,ea,190.91
EL-04-3118,UNI-MIG ANTI SPATTER PER CAN,9,ea,7
EL-04-3119,BANDSAW 2750x27x0.9x6/10SGLB,0,ea,75.64
EL-04-3120,"HOLEMAKER CARBIDE BURR SET, ROUND TUBE, 5PCE SB3, SC3, SD3, SF3, SA3-AC",0,ea,113.64
EL-04-3121,"HOLEMAKER CARBIDE BURR, TREE SHAPE RADIUS END 3/8",0,ea,31.41
EL-04-3122,Clean & stripe 125mm (Purple) Scotch Brite,5,ea,19.46
EL-04-3123,E 125-7 A 30 P PS-Forte 62012634,0,ea,2.82
EL-04-3124,Rigger Gloves 2 XL,0,ea,5.59
EL-04-3125,Mig Wire Steel 70S6 0.9mm 300mmDiameter Spool 15Kg,4,ea,54.68
EL-04-3126,C/Tip Holder MB36KD M8 x 2,0,ea,15.59
EL-04-3127,Nzl Con MB36KD x 2,0,ea,27.77
EL-04-3128,Outer 114 x 89mm suit: Cigweld Weldskill(ref 454308) Pk:10,0,ea,35.29
EL-04-3129,PFC 125-Z 40 PSF 40 Grit Flap Disc,0,ea,4.87
EL-04-3130,"PFC 125 Z 60 PSF 67766125 Flap Disc 5""60Grit",0,ea,5.17
EL-04-3131,Diffuser MB36KD x 2,0,ea,10
EL-04-3132,Scotch-Brite Centre Pin Surface Conditioning Discs Medium Grit,0,ea,6.8
EL-04-3133,1.6MM  0.8% ZIRCONIATED TUNGSTEN ELECTRODES,0,ea,2.56
EL-04-3134,2.4MM 2% THORIATED TUNGSTEN ELECTRODES,0,ea,3.15
EL-04-3135,2.4MM 0.8% ZIRCONIATED TUNGSTEN ELECTRODES,0,ea,3.38
EL-04-3136,Nozzle Dip (Tip Dip) 400g 1460/400,0,ea,8
EL-04-3137,Flap Wheel 50x20x6mm 60G Aluminium Oxide,0,ea,10.82
EL-04-3138,Low Hydrogen Electrodes 16TC 3.2mm 15KG,0,ea,0
EL-04-3139,90x45mm Framing MGP10 H2 Blue Pine 5.4m,4,ea,26.82
EL-04-3140,Sonel MMR-640 10A micro ohmmeter,0,ea,4686
EL-04-3141,15492553 plug plus 1210388 pins suit  Eaton shift controller,0,ea,48.35
EL-04-3142,12mm Nylon Airbrake Tube,0,ea,8.19
EL-04-3143,battery starting 12V,4,ea,164.27
EL-04-3144,20SM FOR 1/4 THREAD BOX OF 5,0,ea,58.37
EL-04-3145,20mm Nylon Cable Gland,2,ea,0.9
EL-04-3146,non-destructive testing,0,ea,0
EL-04-3147,Mini Circuit Breaker C Curve 3P 20A 6kA 3MOD DIN,0,ea,24.5
EL-04-3148,Isolating switch surface W/P 2P 40A 250V Grey,0,ea,20.38
EL-04-3149,Isolating Switch Surface W/P 2P 25A 250V,0,ea,18.81
EL-04-3150,sensor proximity M30 threaded body 20mm distance,24,ea,70.84
EL-04-3151,NS70ZZLX BATTERY,0,ea,176
EL-04-3152,"Development Board, Nucleo-64, STM32F446RE MCU, On-Board Debugger, Arduino, ST Zio&Morpho Compatible",0,ea,23.85
EL-04-3153,nylon rod white 25mm OD x 1m length,0,ea,11.36
EL-04-3154,TM4 license for 373 days with ODIN,0,ea,260
EL-04-3155,Cable Glands 16mm Black 50pcs/box,100,ea,0.02
EL-04-3156,Cable Gland 32mm 17-25mm Black,70,ea,2.66
EL-04-3157,Transmission Hydraulic Filter - Volvo,0,ea,43.48
EL-04-3158,Air Filter Panel Ventilation,0,ea,41.59
EL-04-3159,packing&delivery,0,ea,0
EL-04-3160,water preservative suit eyewash station 4 x 250mL bottle,0,ea,62.59
EL-04-3161,PC MTSHD HB PR GREY 15L,0,ea,187.9
EL-04-3162,Supply 2 x PC50204 4LB Truck Pressure Caps,0,ea,45.45
EL-04-3163,Supply 2 x PC560-90N,0,ea,18.18
EL-04-3164,inverter 3-in-1 12V suit JCM incl.mating plugs,4,ea,1628.4
EL-04-3165,Inverter 3in1 24V incl. mating plugs,2,ea,1559.5
EL-04-3166,plug power right angled suit JCM compressor or steer pump,4,ea,39
EL-04-3167,hydraulic steering pump suit JCM incl. mating plugs,4,ea,870
EL-04-3168,air compressor suit JCM incl. mating plugs,4,ea,1339.52
EL-04-3169,air filter suit 4KW QXAC4P-4G680 compressor,11,ea,23.18
EL-04-3170,voltage reducer 24VDC to 19VDC,2,ea,23.59
EL-04-3171,Redarc charge equaliser 40A,1,ea,623.75
EL-04-3172,Maxwell MXR100040B 40kW charger module,0,ea,0
EL-04-3173,power module 24VDC suit 3-in-1 inverter,1,ea,720
EL-04-3174,chicago air 20L silenced compressor,1,ea,408.18
EL-04-3175,connector suit control signal A/C compressor,27,ea,6.15
EL-04-3176,bracket mounting suit A/C compressor,0,ea,0
EL-04-3177,plug power Amphenol suit A/C compressor,11,ea,15.1
EL-04-3178,mounting bracket suit A/C compressor,9,ea,27.74
EL-04-3179,compressor A/C R134a 350V-950V CAN20,8,ea,558.9
EL-04-3180,A/C compressor 540V suit R134a,0,ea,652
EL-04-3181,connector suit A/C compressor,17,ea,4.23
EL-04-3182,connector suit A/C compressor,11,ea,5.66
EL-04-3183,connector power suit A/C compressor,0,ea,13
EL-04-3184,Pelleting,0,ea,0
EL-04-3185,Steel PFC 100 x 50 12m length,1,ea,349.86
EL-04-3186,150X75X17.7 MILD STEEL CHANNEL-AS3679.1-300 9 m,0,ea,476.62
EL-04-3187,PFC 75X40X5.92 MILD STEEL PARALLEL CHANNEL 9 m,0,ea,153.31
EL-04-3188,Pica Ink Marker Red,1,ea,13
EL-04-3189,Pica Ink Marker - Blue,1,ea,13
EL-04-3190,Pica Ink Marker - Black,1,ea,13
EL-04-3191,LED Batten 36W 240V 3600lm 4K PC,0,ea,69.99
EL-04-3192,3D printer filament PLA+ 1.75mm orange,0,ea,62.87
EL-04-3193,filament 3D printer 1.75mm black 1kg roll,0,ea,24.45
EL-04-3194,printer filamant 1.75mm orange 3kg roll,0,ea,77.42
EL-04-3195,10X1200X2400 Plate G250,1,ea,660.58
EL-04-3196,10X1200X2400 Plate G250,0,ea,739.84
EL-04-3197,6X1200X2400 Plate G250,1,ea,396.34
EL-04-3198,POSCA PC3M Paint Markers Assorted 8 Pack,0,ea,0
EL-04-3199,POPMRDC MRON DEEP CLEAN WAX 355ML,0,ea,23.64
EL-04-3200,Tire & Trim Protectant 473ml,0,ea,20.91
EL-04-3201,blasting powder coating & painting as applicable,0,ea,0
EL-04-3202,Steel strapping 19mm 15kg,0,ea,0
EL-04-3203,aluminium checker plate 1200 x 2400 x 3mm,2,ea,186.25
EL-04-3204,aluminium tread plate 5mm x 1200mm x 2400mm,3,ea,311.92
EL-04-3205,quality & engineering management,0,ea,0
EL-04-3206,Relay Mini 24V 20A 5 Pin N/O Contacts SPST Resistor Protected,0,ea,0
EL-04-3207,radiator assembly Janus custom (excl. pump),7,ea,1733.55
EL-04-3208,plate radiator support suit Flex JCM,0,ea,7.22
EL-04-3209,backing plate suit Janus radiator shroud,0,ea,227.2
EL-04-3210,bracket stay suit Janus radiator shroud,0,ea,31.76
EL-04-3211,plate reinforcing suit Janus radiator shroud,0,ea,11.07
EL-04-3212,bracket stay suit Janus radiator shroud,0,ea,33.01
EL-04-3213,side plate suit Janus radiator shroud,0,ea,41.09
EL-04-3214,side plate suit Janus radiator shroud,0,ea,40.15
EL-04-3215,Janus radiator assembly mk2,0,ea,0
EL-04-3216,bracket condenser support suit Janus radiator shroud,0,ea,24.87
EL-04-3217,bracket pump support suit Janus radiator,0,ea,50
EL-04-3218,bracket pump support suit Janus radiator shroud,0,ea,19.18
EL-04-3219,plate mounting suit S/S manifold Janus radiator,0,ea,16
EL-04-3220,steel mild round bar 24mm x 6m,0,ea,65.52
EL-04-3221,reducer copper 2.5' to 1' suit OEM radiators,0,ea,45.45
EL-04-3222,Elect Insulation Tape PVC Black,2,ea,2.24
EL-04-3223,Elect Insulation Tape PVC Blue,0,ea,2.19
EL-04-3224,Soudal T-Rex Power Sealant Adhesive 310mL Paste White,0,ea,22.39
EL-04-3225,steel RHS painted 20x20x1.6x6500,0,ea,17.53
EL-04-3226,40X40X3.0 PNT RECTANGULAR HOLLOW PAINTED 8.00 M,10,ea,91.67
EL-04-3227,40X40X4.0 PNT RECTANGULAR HOLLOW PAINTED 8.00 m,2,ea,85.57
EL-04-3228,50x50x3mm wall thickness RHS 6m lengths,0,ea,0
EL-04-3229,50x50x3mm wall thickness RHS 8m lengths,1,ea,105.86
EL-04-3230,50X50X4.0 PNT RECTANGULAR HOLLOW PAINTED 8.00 m,3,ea,154.35
EL-04-3231,75X75X3.0 PNT RECTANGULAR HOLLOW PAINTED 8m,1,ea,201.21
EL-04-3232,75X75X4.0 PNT RECTANGULAR HOLLOW PAINTED 8m,0,ea,211.93
EL-04-3233,RHS 125 x 75 x 5 Off Cut,0,ea,80.62
EL-04-3234,50x50x3mm RHS Stainless 304 6 Meter Lengths,0,ea,253.12
EL-04-3235,steel RHS primed 25 x 25 x 3 x 6000,4,ea,45.26
EL-04-3236,spacer ring 78 x 78 x 8mm suit radiator mount,0,ea,13.66
EL-04-3237,route underside long battery top board,0,ea,0
EL-04-3238,route underside short battery top board,0,ea,0
