Part Number,Description,Qty,Column1,Avg Cost
EL-04-1713,lead RF extension 1m suit FMU antenna,6,ea,42.42
EL-04-1714,Amphenol SINE Systems REC 18 SZ14 PIN STD / Automotive Connectors,4,ea,15.68
EL-04-1715,Amphenol SINE Systems PLUG 18 SZ 14 SOCKT / Automotive Connectors,4,ea,17.37
EL-04-1716,TE Connectivity / DEUTSCH RECP ASM / Automotive Connectors,2,ea,31.66
EL-04-1717,TE Connectivity / DEUTSCH PLUG ASM / Automotive Connectors,1,ea,29.85
EL-04-1718,TE Connectivity / DEUTSCH BT HD30/HDP20 24 SHL / Automotive Connectors,36,ea,3.01
EL-04-1719,TE Connectivity / DEUTSCH PANEL NUT / Automotive Connectors,6,ea,3.63
EL-04-1720,TE Connectivity / DEUTSCH HDP LOCKWASHER / Screws & Fasteners,2,ea,2.39
EL-04-1721,Connectors 12P DT 180DEG RECEP HEADER,5,ea,16.78
EL-04-1722,pin TE Connectivity suit plug housing 770680-1,0,ea,0.17
EL-04-1723,plug housing TE AMPSEAL 23pin black,0,ea,15.5
EL-04-1724,Amphenol SINE Systems PLUG 18 SZ 14 SOCKT,8,ea,14.54
EL-04-1725,Amphenol SINE Systems REC 18 SZ14 PIN STD,8,ea,14.05
EL-04-1726,"Amphenol SINE Systems 24 Position, Boot, B",20,ea,4.4
EL-04-1727,TE Connectivity / DEUTSCH PLUG ASM / Automotive Connectors,1,ea,29.11
EL-04-1728,3-way cross connector to suit 2.5mm A-Series terminals,52,ea,1.58
EL-04-1729,DEUTSCH 70P PLUG ASM,10,ea,74.74
EL-04-1730,Boot Black 12mm(DT Series),19,ea,3.93
EL-04-1731,Mean Well Enclosed 320W 12V 26.7A Power Supply,6,ea,80.78
EL-04-1732,RF Cable Assemblies - FMU & Antenna,4,ea,43.08
EL-04-1733,Gasket for 70 pin bulk head,2,ea,2.55
EL-04-1734,Rubber boot for 70 pin Socket plug,13,ea,7.31
EL-04-1735,Enclosure 290 mm L x 265 mm W x 109 mm H,1,ea,59.22
EL-04-1736,Solenoid Industrial Relays SPST-NO 9-36VDC 200A Kilovac,16,ea,55.69
EL-04-1737,delphi mounting clip for use with automotive connectors,56,ea,0.71
EL-04-1738,Phoenix Contact RELAY DC12 VOLT / General Purpose Relays,2,ea,13.3
EL-04-1739,TE Connectivity / DEUTSCH 12P DT 180DEG RECEP / Automotive Connectors,3,ea,18.38
EL-04-1740,TE Connectivity / DEUTSCH DT RECP ASM / Automotive Connectors,6,ea,17.33
EL-04-1741,5-way cross connector to suit 2.5mm A-Series terminals,15,ea,3.56
EL-04-1742,schaffner sine wave line filters,2,ea,364.9
EL-04-1743,4mm TE connectivity 2pos soc hsg / automotive connectors,2,ea,32.32
EL-04-1744,"TE Connectivity DIA 4MM,PIN TERMINAL / Terminals",24,ea,2.29
EL-04-1745,"TE Connectivity CU ALLOY,INNER FERRU / Terminals",9,ea,1.18
EL-04-1746,"TE Connectivity CU ALLOY,OUTER FERRU / Terminals",19,ea,3.19
EL-04-1747,4mm TE connectivity sws ict cve / automotive connectors,9,ea,1.43
EL-04-1748,"TE Connectivity SOC CONN CVR,3POS,DI / Automotive Connectors",18,ea,1.07
EL-04-1749,"TE Connectivity CU ALLOY,INNER FERRU / Terminals",12,ea,0.91
EL-04-1750,Solenoid Relay SPST-NO 9-36VDC 200A Kilovac (genuine),6,ea,332.23
EL-04-1751,controller safety e-stop,1,ea,887.05
EL-04-1752,plug housing TE connectivity leavyseal 39 position,2,ea,18.18
EL-04-1753,seal blanking suit 39 pos plug 5-1718321-3,100,ea,0.06
EL-04-1754,connector Amphenol 26way D-sub,6,ea,4.08
EL-04-1755,resistor SMD 1/4W 160ohm 1%,40,ea,0.05
EL-04-1756,resistor SMD 1/4W 180ohm 1%,40,ea,0.05
EL-04-1757,resistor SMD 1/4W 200ohm 1%,40,ea,0.06
EL-04-1758,plug sub-assembly HVA280 type E suit Webasto cab heater,8,ea,17.19
EL-04-1759,connector pin female MCP-2.8 suit HVA280 plug,20,ea,0.79
EL-04-1760,connector pin female MCP-2.8 suit HVA280 plug,5,ea,0.7
EL-04-1761,seal retainer size1 suit HVA280 plug,8,ea,2.01
EL-04-1762,seal size1 suit HVA280 plug,8,ea,2.03
EL-04-1763,spacer suit HVA280 plug,8,ea,1.89
EL-04-1764,inner sub-assembly suit HVA280 plug,2,ea,3.73
EL-04-1765,shield plug size1 suit HVA280 plug,14,ea,2.43
EL-04-1766,connector pin female MCP1.5K AWG16 suit Webasto comms plug,10,ea,0.53
EL-04-1767,VDO PRESSURE SWITCH,6,ea,41.57
EL-04-1768,USB MALE Type-C to USB 3.0 A Socket Adaptor 150mm,2,ea,13.87
EL-04-1769,universal 6.3mm glass fuse terminal,100,ea,0.27
EL-04-1770,Third Hand PCB Holder Tool with 4 Clips and Heavy Base,2,ea,13.59
EL-04-1771,Tesa Fleece Tape 19mm X 25M,7,ea,8.6
EL-04-1772,Splicer No 8-8 Straight,5,ea,47.44
EL-04-1773,Solder Lead 1mm 200G Roll,3,ea,28.44
EL-04-1774,Solder 9mm,1,ea,34.5
EL-04-1775,Socket Size 16 (13amp) Gold - Smaller Crimp Indent Solid,0,ea,0.8
EL-04-1776,DT04-8P-E008 socket deutsch 2 way with heat shrink adaptor,19,ea,0
EL-04-1777,socket deutsch 2 way with heat shrink adaptor,18,ea,1.13
EL-04-1778,DT04-2P-L012 socket deutsch,43,ea,0
EL-04-1779,DT04-3P-L012 socket,41,ea,0
EL-04-1780,DT04-3P-P007,0,ea,0
EL-04-1781,DT04-4P-L012,0,ea,0
EL-04-1782,DT04-6P-L012,0,ea,0
EL-04-1783,DT04-8P-L012,0,ea,0
EL-04-1784,SIZE 10 O-RINGS BAG OF 20,4,ea,3.46
EL-04-1785,RES 0.5W MTL 1K1 1% MINI PK8,5,ea,0.77
EL-04-1786,relay base micro 4 & 5 pin,0,ea,15.7
EL-04-1787,RELAY 24V 5 PIN 30A,25,ea,7.95
EL-04-1788,RED MARINE BATTERY TERMINAL INSULATOR *USE LV2490R * SUITS 2 X 1B&S CABLE,3,ea,7.45
EL-04-1789,RED 000 B&S SINGLE CORE 30M 95mm2,2,ea,829.9
EL-04-1790,Red 0 B&S Single Core 30M,1,ea,438.2
EL-04-1791,PRESSURE SWITCH MITSUBISHI,15,ea,56.84
EL-04-1792,POLE-RING-CONMETCO D,14,ea,101.38
EL-04-1793,DT06-2S-E004,0,ea,0
EL-04-1794,DT06-3S-E004,0,ea,0
EL-04-1795,DT06-2S-E008,20,ea,1.06
EL-04-1796,6mm pipe clamp insulated,7,ea,84.6
EL-04-1797,Pin Size 16 Gold (13amp) - Smaller Crimp Indent Solid Pins,200,ea,0.57
EL-04-1798,ORING NO 8 20 PK,2,ea,3
EL-04-1799,oil cooler Kenworth finned tube suit transmission,1,ea,950.84
EL-04-1800,No.6 45* FEMALE O RING,10,ea,5.4
EL-04-1801,NO 8 Brass Weld On 19.05X27.5,12,ea,11.91
EL-04-1802,NO 6 Brass weld on,20,ea,11.7
EL-04-1803,12v 30A fused mini relay,6,ea,13.73
EL-04-1804,MINI RELAY 24V CHANGE OVER 30AMP N/O 40AMP N/C 5 PIN RESISTOR PROTECTED (10pk),23,ea,17.13
EL-04-1805,Mini Piezo Buzzer 3-16VDC,0,ea,5.41
EL-04-1806,Midi Fuse 80 AMP Slow Blow,5,ea,6.3
EL-04-1807,Midi Fuse 60Amp 10 Pack,1,ea,26.95
EL-04-1808,Midi Fuse 60 AMP Slow Blow,10,ea,2.69
EL-04-1809,Midi Fuse 40 AMP Slow Blow,17,ea,2.56
EL-04-1810,Midi Fuse 125 AMP slow blow,2,ea,6.3
EL-04-1811,MEGA FUSE HOLDER M8 HINGED COVER DOVETAIL STYLE,13,ea,15.87
EL-04-1812,MEGA FUSE HOLDER (GENUINE LITTELFUSE),3,ea,23.02
EL-04-1813,Mega Fuse 3way Block,6,ea,63.15
EL-04-1814,MEGA FUSE 150AMP,5,ea,12.51
EL-04-1815,Lube Filter,0,ea,40.89
EL-04-1816,lockout (BMS-18Y) suit isolator switch BMS-17,3,ea,13.77
EL-04-1817,LED SIDE MARKER RED/AMBER 1 PER PACK,2,ea,15
EL-04-1818,LED LICENSE PLATE LAMP 12/24V BLACK HOUSING BULK PACKAGING,0,ea,11.35
EL-04-1819,LEAD SMA PLG - SKT 5M RG19S 3G LOW LOSS,0,ea,55.41
EL-04-1820,latch bonnet suit Kenworth T403,1,ea,119.91
EL-04-1821,kenworth reservoir suit pwr steering,8,ea,180
EL-04-1822,Jiffy Box - Black - 83 x 54 x 31mm,1,ea,4.5
EL-04-1823,IP65 Sealed Polycarbonate Enclosure with Mounting Flange 115(W) x 90(D) x 55(H)mm,1,ea,17.04
EL-04-1824,Ionnic isolator switch lockout red,4,ea,127.91
EL-04-1825,Ionnic isolator switch,4,ea,150.93
EL-04-1826,Ionnic isolator switch,4,ea,83.05
EL-04-1827,Heater Tap,0,ea,406.87
EL-04-1828,H3 PREMIUM +30% 12V 55W PK22S,0,ea,5.4
EL-04-1829,160A MCCB-250 3P 750V DC breaker,12,ea,116.13
EL-04-1830,Filter,0,ea,36.52
EL-04-1831,Eclipse 9v Alkaline Batteries - Pack of 6,0,ea,19.05
EL-04-1832,E STOP SWITCH RED,0,ea,18
EL-04-1833,Drylin R linear bearing,8,ea,46.81
EL-04-1834,Diode FR302 100V 3A D027 - Pack 10,0,ea,3.36
EL-04-1835,DT04-8S Deutsh Socket 8 Circuit - Includes Wedge,0,ea,0
EL-04-1836,DT06-08 Deutsh Socket 8 Circuit - Includes Wedge,33,ea,0
EL-04-1837,DTP04-2P Deutsh Socket 8 Circuit - Includes Wedge,5,ea,0
EL-04-1838,DTP06-2S Deutsh Socket 8 Circuit - Includes Wedge,7,ea,0
EL-04-1839,DT04-8P Deutsh Socket 8 Circuit - Includes Wedge,9,ea,9.05
EL-04-1840,DT04-8P Deutsh Socket 8 Circuit - Includes Wedge,0,ea,3.99
EL-04-1841,DT04-6P Deutsh Socket 6 Circuit - Includes Wedge,22,ea,15
EL-04-1842,DT06-8S Deutsh Plug 8 Circuit - Includes Wedge,66,ea,3.99
EL-04-1843,DT06-6P Deutsh Plug 6 Circuit,0,ea,0
EL-04-1844,DT06-6S Deutsh Plug 6 Circuit - Includes Wedge,95,ea,17.95
EL-04-1845,DT06-3S Deutsh Plug (takes sockets) Includes Wedge,20,ea,10.25
EL-04-1846,DT04-4P,25,ea,10.9
EL-04-1847,DT04-3P Deutsch Socket 3 Cuircuit - includes Wedge,11,ea,8.7
EL-04-1848,DTM06-12P Deutsch socket 12 way incl. wedge,0,ea,4.67
EL-04-1849,DT06-8S Deutsch plug Male 8pin DT16 Series,3,ea,5.07
EL-04-1850,Deutsch plug Male 6pin DT16 Series,10,ea,4.49
EL-04-1851,DTM04-2P Deutsch Plug Male 2pin,13,ea,1
EL-04-1852,DTM04-6P Deutsch Plug Male 2pin,14,ea,1
EL-04-1853,Deutsch Plug Male 2pin - unknown,0,ea,0
EL-04-1854,Deutsch Plug male 12pin DT16 series,17,ea,1.75
EL-04-1855,DTM06-8S Deutsch plug female 8pin DT16 Series,32,ea,3.14
EL-04-1856,Deutsch plug female 6pin DT16 Series,14,ea,2.81
EL-04-1857,Deutsch plug female 2pin - unknown,10,ea,9.9
EL-04-1858,Deutsch plug female 2pin - unknown,10,ea,2
EL-04-1859,DTM06-4S Deutsch plug female 2pin,22,ea,1.57
EL-04-1860,Deutsch plug female 12pin DT16 Series,0,ea,2.1
EL-04-1861,Deutsch plug 12 way incl. WM-12S wedge,19,ea,2.93
EL-04-1862,DTM04-3P Deutsch plug 12 way incl wedge,15,ea,1
EL-04-1863,DTM04-4P Deutsch plug 12 way incl wedge,13,ea,1
EL-04-1864,DT06-12S Deutsch Plug 12 Circuit - Includes Wedge,3,ea,8.18
EL-04-1865,DB25 Male Connector - Solder,0,ea,0
EL-04-1866,DB25 BACKSHELL,2,ea,3.18
EL-04-1867,Cutter Side C/S Spring 150mm,3,ea,41.38
EL-04-1868,Cutter Side 127mm Precision,1,ea,25.41
EL-04-1869,crimps x 100 bag,0,ea,11.56
EL-04-1870,creality 3d printer spares pack,0,ea,13.59
EL-04-1871,70mm2 copper link,25,ea,3.57
EL-04-1872,25mm2 copper link,56,ea,2.06
EL-04-1873,cooling channel 102 x 3.3 x 220mm with thermal pad both sides,5451,ea,4.7
EL-04-1874,Contact Cleaner Lubricant Spray Can,1,ea,26.62
EL-04-1875,condenser A/C suit Kenworth T403,0,ea,525.82
EL-04-1876,Condenser Coil Universal Parallel Flow,0,ea,256.95
EL-04-1877,clamp battery suit Isuzu tray,0,ea,38.34
EL-04-1878,CIRCUIT BREAKER METAL 30AMP,10,ea,9.5
EL-04-1879,Circuit Breaker 30A Type 1,0,ea,13.85
EL-04-1880,Circuit Board Lacquer Spray Can,2,ea,12.95
EL-04-1881,Cap Elect RP 10000U 40V 26X51mm,0,ea,19.95
EL-04-1882,Cap Elect RG 10000U 100V 50X80mm,0,ea,34.95
EL-04-1883,M16 Nylon Cable Gland Metric Thread (10),0,ea,15.87
EL-04-1884,M20 Nylon Cable Gland Metric Thread (10),0,ea,19.46
EL-04-1885,Cable 2 core Black,0,ea,49.95
EL-04-1886,Cable tie mounts BLACK - 100pk,2,ea,30.35
EL-04-1887,C/Breaker 30 amp (Metal Body) - Auto reset,0,ea,7.16
EL-04-1888,BUSH-HINGE suit T403,0,ea,48.07
EL-04-1889,bush rubber stepped suit Janus radiator mount,8,ea,37.08
EL-04-1890,bush rubber radiator support,0,ea,33.8
EL-04-1891,bush rubber front engine mount Kenworth,2,ea,106.18
EL-04-1892,bush rubber engine mount suit KW T403,4,ea,63.67
EL-04-1893,bush front engine mount Kenworth,2,ea,130.16
EL-04-1894,BUSH - HOOD HINGE,4,ea,63.46
EL-04-1895,bug deflector smoke colour suit T403 bonnet,0,ea,175
EL-04-1896,bug deflector light smoke suit KW T410,0,ea,208.28
EL-04-1897,Britax relay 5 pin 24V 20A,4,ea,5.07
EL-04-1898,Britax relay 5 pin 12V 40A,20,ea,7.45
EL-04-1899,breather fitting suit KW T403 differential housing,0,ea,8.45
EL-04-1900,brake booster TRP 30/30 suit KW T403,0,ea,54.5
EL-04-1901,bracket mounting suit ABS wheel speed sensor,14,ea,112.36
EL-04-1902,BOXED HOSE SIZE 8 10METRE,0,ea,96.05
EL-04-1903,BOXED HOSE SIZE 6 10METRES,0,ea,88.05
EL-04-1904,Boxed Hose #8,2,ea,58.19
EL-04-1905,Blue Female Spade Terminal - TransparentPolyc (100),0,ea,13.38
EL-04-1906,Blue 6.3mm Fully Insul Female Push OnTerminal (100),0,ea,12.68
EL-04-1907,Blue 5mm LED 2500mcd Round Clear,3,ea,1.05
EL-04-1908,BLK C/Breaker Insulator,2,ea,3.15
EL-04-1909,Blade Male Terminal Red 100PK,0,ea,7.95
EL-04-1910,Blade Male Terminal Blue 100PK,0,ea,7.95
EL-04-1911,blade fuse male Yellow 50PK,0,ea,6.95
EL-04-1912,Blade F/Male Terminal Non-ins brass (100),0,ea,17.91
EL-04-1913,Black Miniature Pushbutton - SPST Momentary Action 125V 1A rating,0,ea,2.05
EL-04-1914,BLACK MARINE BATTERY TERMINAL INSULATOR * USE LV2490 * SUITS 2 X 1B&S CABLE,3,ea,7.45
EL-04-1915,BLACK 000 B&S SINGLE CORE 30M 95mm2,1,ea,860.5
EL-04-1916,BLACK 000 B&S SINGLE CORE 10M 95mm2,1,ea,275.8
EL-04-1917,Black 0 B&S Single Core 30M,2,ea,431.93
EL-04-1918,"BL1931 6"" 180*",9,ea,23.39
EL-04-1919,Battery Cable Lug 000B&S x 10mm (10),0,ea,37.98
EL-04-1920,B/LOCK STEEL UP 6-8 90,0,ea,6.5
EL-04-1921,B/LOCK STEEL STEP UP 8-10 9,1,ea,11.65
EL-04-1922,B/Lock Steel Step Up 6 - 8,0,ea,8.6
EL-04-1923,B/LOCK STEEL STEP DOWN 8 - 6 FEMALE O RING STEP DOWN,6,ea,11.05
EL-04-1924,B/Lock Steel NO 8 Straight,10,ea,3.95
EL-04-1925,B/LOCK STEEL NO 8 SHORT DROP 9 FEMALE O RING,5,ea,16.55
EL-04-1926,B/LOCK STEEL NO 8 90*,9,ea,11.1
EL-04-1927,B/LOCK STEEL NO 8 90*,36,ea,4.47
EL-04-1928,B/LOCK STEEL NO 6 90* FEMALE O RING,13,ea,4.19
EL-04-1929,B/Lock Steel NO 6 90*,15,ea,4.01
EL-04-1930,B/LOCK STEEL FITTING FOR,18,ea,14.54
EL-04-1931,B/LOCK STEEL 8 - 6 90* FEMALE O RING STEP DOWN,16,ea,11.43
EL-04-1932,B/Block Steel Fitting 8-6 90*,0,ea,11.49
EL-04-1933,Arduino Compatible Rotary Encoder Module,0,ea,9.05
EL-04-1934,Arduino Compatible 4 Channel 12V Relay Module,0,ea,13.59
EL-04-1935,Anderson Conn Grey 50A 10PK,0,ea,29.7
EL-04-1936,aluminium cooling channel 85mm x 3mm x 220mm,1000,ea,5.25
EL-04-1937,aluminium cooling channel 105mm x 3mm x 220mm,0,ea,5.6
EL-04-1938,"ALTERNATOR 12V 90A SUITS HYUNDAI A GETZ ,KIA RIO ENG G4ED,G4EF,G4GC",0,ea,0
EL-04-1939,alcius quick connect fitting,0,ea,0
EL-04-1940,ADPT SMA TO TELSTRA 4G USB MODEM,0,ea,24.95
EL-04-1941,Active 10m USB 3.0 Extension Cable,0,ea,69.95
EL-04-1942,AAA Batteries ZNC Carbon,0,ea,5.41
EL-04-1943,AA Batteries PK24,0,ea,5.41
EL-04-1944,A03-1305 6-8 Step Up Straight,5,ea,10.5
EL-04-1945,A02-1931 - BL1931 6' 180*,0,ea,23.32
EL-04-1946,A01-1972 Service Port,12,ea,42.1
EL-04-1947,9 Pin IP67 D-Sub Socket Connector,0,ea,3.1
EL-04-1948,7 WAY HEAVY DUTY TRAILER PLUG BRASS CONTACTS CABLE,1,ea,17.55
EL-04-1949,60-80mm Norma Hose Clamp Pkt x 10,0,ea,21.31
EL-04-1950,5A PANEL MNT CIRCUIT BREAKER,0,ea,7.3
EL-04-1951,50mm pipe clamp insulated,2,ea,15.01
EL-04-1952,500A/80VDC MEGA FUSE,14,ea,11.55
EL-04-1953,50-70mm Norma Hose Clamp (10)  (No 36),0,ea,17.48
EL-04-1954,5 Port 10/100/1000Mbps Ethernet Switch,0,ea,45.41
EL-04-1955,40mm pipe clamp insulated,25,ea,10.78
EL-04-1956,40mm LockNut Metal,10,ea,0
EL-04-1957,40amp Bolt-In Midi Fuse (ea),0,ea,3.34
EL-04-1958,40 Pin Header Terminal Strip,0,ea,1.18
EL-04-1959,3V Lithium Battery,0,ea,3.5
EL-04-1960,3m Cat 5E Patch Cable - Blue,0,ea,9.05
EL-04-1961,32mm Cable Gland,0,ea,0
EL-04-1962,300A Mega Fuse,4,ea,21.62
EL-04-1963,3/8IN Feed Thru Power Post Red,53,ea,24.6
EL-04-1964,2m Cat 5E Patch Cable - Blue,0,ea,7.23
EL-04-1965,250A Mega Fuse,10,ea,17.99
EL-04-1966,20A 12V AUTO RESET CB BLADE TY CIRCUIT BREAKER METAL CASE,10,ea,10.4
EL-04-1967,200A Mega Fuse,6,ea,17.99
EL-04-1968,1mm Duratech Solder - 500G,3,ea,68.14
EL-04-1969,16mm Metal Cable Gland,60,ea,1.13
EL-04-1970,16-27mm Norma Hose Clamp 10pk,0,ea,13.21
EL-04-1971,"16"" MARADYNE UNIVERSAL FAN",2,ea,166.3
EL-04-1972,150A/32VDC MEGA FUSE [EA] SLOW BLOW,22,ea,11.87
EL-04-1973,12WEDGE 12V 3W W2.1X9.5D T10,2,ea,11.35
EL-04-1974,12V MINI CHROME BEZEL - RED,1,ea,3.18
EL-04-1975,12V 900A EMERGENCY JUMPSTARTER,0,ea,174.2
EL-04-1976,12V 21W BA15S HD BULB (10),1,ea,9.95
EL-04-1977,125A/32VD Mega Fuse [EA],3,ea,10.9
EL-04-1978,125A Pink MIDI AMI Fuse Pack of 2,0,ea,10.86
EL-04-1979,120k Ohm 0.5 Watt Metal Film Resistors - Pack of 8,0,ea,0.77
EL-04-1980,120amp W/Proof Manual Circuit Breaker,0,ea,36.7
EL-04-1981,120A 48VDC H/D Circuit Breaker,0,ea,66.75
EL-04-1982,120 Ohm 1 Watt Carbon Film Resistors - Pack of 2,0,ea,0
EL-04-1983,120 Ohm 0.5 Watt Metal Film Resistors - Pack of 8,7,ea,0.78
EL-04-1984,12-22mm Norma Hose Clamp (10) (No6),56,ea,9.11
EL-04-1985,10m Cat 5E Patch Cable - Blue,0,ea,18.14
EL-04-1986,10A M205 Slow Blow Fuse,0,ea,1.14
EL-04-1987,-12 RYCO DIEHARD T1D FRAS AR 2 X 880mm hose,2,ea,45.19
EL-04-1988,#6-6 Straight,10,ea,7.2
EL-04-1989,#6 SWIVEL  ELBOW,0,ea,21.5
EL-04-1990,#6 Hi Side Port,8,ea,44.67
EL-04-1991,13mm pipe clamp insulated,5,ea,4.18
EL-04-1992,16mm pipe clamp insulated,76,ea,10.75
EL-04-1993,19mm pipe clamp insulated,32,ea,12.85
EL-04-1994,22mm pipe clamp insulated,22,ea,15.65
EL-04-1995,27mm pipe clamp insulated,36,ea,18
EL-04-1996,32mm pipe clamp insulated,0,ea,0
EL-04-1997,35mm pipe clamp insulated,37,ea,22.4
EL-04-1998,35mm2 copper link,10,ea,2.37
EL-04-1999,24V MINI CHROME BEZEL - RED,4,ea,3.41
EL-04-2000,thermal insulation pad 140mm x 220mm x 0.4mm,930,ea,2.15
EL-04-2001,#10 Boxed Hose 10m,0,ea,116.2
EL-04-2002,Cable P Clamp 10mm Zinc Plated (10 Pack),0,ea,0
EL-04-2003,Oil & Fuel Pressure Sensor 1/8 NPT,8,ea,30.5
EL-04-2004,sensor Cell Guard incl. accelerometer,6,ea,223.89
EL-04-2005,2.5mm BLACK heatshrink tube thin wall unlined 4ft,67,ea,1.83
EL-04-2006,3.2mm BLACK heatshrink dual wall,15,ea,6.02
EL-04-2007,3mm BLACK heatshrink tube thin wall 4ft,0,ea,0
EL-04-2008,4.8mm BLACK heatshrink tubing dual wall adhesive lined,28,ea,6.07
EL-04-2009,6mm CLEAR heatshrink tubing 1.2m,19,ea,2.34
EL-04-2010,6.4mm BLACK heatshrink tube dual wall lined,66,ea,7.25
EL-04-2011,6.4mm RED heatshrink tube dual wall lined,10,ea,7.05
EL-04-2012,9.5mm BLACK heatshrink tube dual wall lined,42,ea,10.73
EL-04-2013,9.5mm RED heatshrink tube dual wall lined,10,ea,7.64
EL-04-2014,12.7mm BLACK heatshrink tube dual wall lined,43,ea,9.6
EL-04-2015,12.7mm RED heatshrink tube dual wall lined,13,ea,11.4
EL-04-2016,13mm BLACK heatshrink dual wall,15,ea,6.05
EL-04-2017,13mm BLUE heatshrink tube thin wall unlined 4ft,0,ea,0
EL-04-2018,13mm CLEAR heatshrink 4ft,17,ea,2.48
EL-04-2019,13mm RED heatshrink dual wall,15,ea,7.24
EL-04-2020,13mm WHITE heatshrink tube thin wall unlined 4ft,2,ea,2.46
EL-04-2021,16mm BLACK heatshrink tubing 1.2m,0,ea,3.64
EL-04-2022,16mm BLACK heatshrink tubing 1.2m,12,ea,7
EL-04-2023,16mm BLACK heatshrink tubing 5m,0,ea,14.5
EL-04-2024,16mm WHITE heatshrink tubing 1.2m,0,ea,3.59
EL-04-2025,19.1 BLACK heatshrink tube dual wall lined,36,ea,10.5
EL-04-2026,19.1 RED heatshrink tube dual wall lined,0,ea,0
EL-04-2027,25.4mm BLACK heatshrink tube dual wall lined,26,ea,13.8
EL-04-2028,25.4mm RED heatshrink tube dual wall lined,39,ea,19.65
EL-04-2029,39mm BLACK heatshrink dual wall,25,ea,22.17
EL-04-2030,39mm RED heatshrink dual wall,2,ea,23.33
EL-04-2031,4mm CLEAR heatshrink tubing 1.2m,30,ea,2
EL-04-2032,30mm CLEAR heatshrink tubing 1.2m,15,ea,8.5
EL-04-2033,20mm CLEAR heatshrink tubing 1.2m,2,ea,5.22
EL-04-2034,7mm CLEAR heat shrink 4ft,30,ea,2.51
EL-04-2035,20mm BLUE heatshrink tube thin wall unlined 4ft,0,ea,3.75
EL-04-2036,Size 31 DIFFUSION ABRASION SLEEVE DAS,8,ea,10.96
EL-04-2037,16mm PVC spaghetti tubing (50mtr),4,ea,55.52
EL-04-2038,19mm PVC spaghetti tubing (50mtr),1,ea,96.1
EL-04-2039,E-stop assembly incl pushlock switch and 1 NC contact,2,ea,87.36
EL-04-2040,contactor N/C suit E-stop,6,ea,7.13
EL-04-2041,contact NO suit YW series E-stop,20,ea,6.29
EL-04-2042,Pushbutton Spring E-stop return 22.5mm Green,1,ea,11.5
EL-04-2043,Mounting Collar C/W 1 x N/O + 1 x N/C,1,ea,19.75
EL-04-2044,Surface Switch IP66 2P 40A 250V AC Large,3,ea,17.5
EL-04-2045,HVDC Fuse 10A 750Vdc aR,18,ea,4
EL-04-2046,HVDC Fuse 16A 750Vdc aR,9,ea,4.16
EL-04-2047,HVDC Fuse 70A 750Vdc aR,6,ea,12.96
EL-04-2048,HVDC Fuse 125A 750Vdc aR,6,ea,18.4
EL-04-2049,HVDC Fuse 300A 750Vdc aR,12,ea,23.2
EL-04-2050,Fuse holder for fuse 10A and 16A,27,ea,2.56
EL-04-2051,Fuse holder for fuse 70A,6,ea,3.04
EL-04-2052,Fuse holder for fuse 125A and 300A,18,ea,4.96
EL-04-2053,"HVDC Contactor, 150A, 1000Vdc,12-36Vdc,Non-Polarized, aux contact",15,ea,30.4
EL-04-2054,"HVDC Contactor, 500A, 1500Vdc, 12-36Vdc, Non-Polarize, aux contact",18,ea,102.4
EL-04-2055,GPO Weatherproof Surface 2G 10A 250V ChemGry IP53,4,ea,25
EL-04-2056,DIN mount GPO IPB DINGPO10,2,ea,27.5
EL-04-2057,Battery Supercharge N200L 12V suit FH16,0,ea,340.91
EL-04-2058,Modem Patch Lead Dual TS9 to SMA Female for Telstra 3G 4G Modems,2,ea,14.93
EL-04-2059,filament 3D printing 1.75mm PLA+ black 3kg roll,0,ea,68.14
EL-04-2060,Str.conn.coupling ø3/16,0,ea,6.16
EL-04-2061,"Coupling olive, double acting",0,ea,0.42
EL-04-2062,grease pipe single 3/16,0,ea,4.48
EL-04-2063,BOLT  PACK - FLANGE 8 X 50,0,ea,9.2
EL-04-2064,Walrus coolant pump,0,ea,256.09
EL-04-2065,EMP High Voltage Electric Water Pump,8,ea,2603.29
EL-04-2066,Repaired - walrus pump,3,ea,450
EL-04-2067,Profile Eggcrate Blk Filter 600x400,0,ea,89.71
EL-04-2068,"3/4"" heater hose",16,ea,8.41
EL-04-2069,3/8 heater hose,0,ea,7.26
EL-04-2070,"1"" heater hose",15,ea,10
EL-04-2071,"1.5"" bore 45 deg elbow radiator hose",2,ea,24.27
EL-04-2072,"1.5"" bore 90 deg elbow radiator hose",1,ea,17.82
EL-04-2073,"1/4"" heater hose",5,ea,9.95
EL-04-2074,Nitro Bottle Exchange 24.8kg,0,ea,17.36
EL-04-2075,"DANFOSS - Bi Flow Drier 0845 1/2"" ODS",0,ea,54.18
EL-04-2076,"DANFOSS - Bi Flow Drier 164S 1/2"" ODS",2,ea,87.91
EL-04-2077,INSULCLAMP 1/2 OD,5,ea,2.95
EL-04-2078,bracket cantilever heavy duty 650mm (2 pack),2,ea,138.26
EL-04-2079,HDG Slotted Channel 41x41x2.5 3M,1,ea,69
EL-04-2080,41x41x1.6 3M GBD Slotted Channel,0,ea,61.66
EL-04-2081,Foil tape 72mm x 45m,2,ea,41.14
EL-04-2082,Hyper Plus 9.4kW A/C Indoor unit 1/4 + 5/8,1,ea,678
